"","healthy_store_market","borough","year","address","latitude","longitude"
"1075","Cunningham Park's Down to Earth Farmers' Market","Queens",2018,"Union Tpk & 196 Pl",40.731082,-73.773997
"1076","Ditmars Park Youthmarket","Queens",2018,"Steinway St bet Ditmars Blvd & 23rd Ave., at Ditmars Park",40.772854,-73.906061
"1077","Elmhurst Hospital Greenmarket","Queens",2018,"41st Ave bet 80th & 81st Sts",40.745794,-73.885489
"1078","Far Rockaway Farmstand ","Queens",2018,"385 Beach 45th St",40.595612,-73.776551
"1079","Flushing Greenmarket","Queens",2018,"Kissena Blvd. & Maple Ave., at Maple Playground",40.756357,-73.825773
"1080","Forest Hills Greenmarket","Queens",2018,"70th Ave & Queens Blvd",40.72188,-73.846383
"1081","Forest Park Youthmarket","Queens",2018,"Myrtle Ave & Park Lane South",40.700955,-73.841426
"1082","Guy R Brewer Boulevard Farmers Market at NYC Health + Hospitals/Queens","Queens",2018,"114-02 Guy R Brewer Blvd",40.688615,-73.785593
"1083","Jackson Heights Greenmarket","Queens",2018,"34th Ave bet 79th & 80th Sts",40.753435,-73.887822
"1084","Jamaica Hospital Farmers' Market","Queens",2018,"Jamaica Ave & Van Wyck Expwy, South Service Rd",40.702445,-73.816861
"1085","Jamaica's Down to Earth Farmers' Market - Friday market","Queens",2018,"Parsons Blvd bet Jamaica & Archer Aves",40.703342,-73.799921
"1086","Jamaica's Down to Earth Farmers' Market- Saturday market","Queens",2018,"160th St & Jamaica Ave",40.703752,-73.799149
"1087","Joseph Addabbo FHC Farm Stand","Queens",2018,"6200 Beach Channel Dr",40.593313,-73.79166
"1088","Long Island City Youthmarket","Queens",2018,"Center Blvd & 46th Rd",40.746916,-73.956367
"1089","Pomonok Community-Run Farmers' Market","Queens",2018,"67-09 Kissena Blvd",40.73502504,-73.81472491
"1090","Queens Botanical Garden's Down to Earth Farmers' Market","Queens",2018,"82 Dahlia Ave",40.75186,-73.826362
"1091","Queens County Farm Museum Farmstand","Queens",2018,"73-50 Little Neck Pkwy",40.748163,-73.719431
"1092","Ridgewood Youthmarket","Queens",2018,"Cypress Ave bet Myrtle & Putnam Aves",40.700123,-73.90621
"1093","Rockaway Youth Task Force Youth Market","Queens",2018,"310 Beach 58th St",40.594492,-73.788077
"1094","Sunnyside Greenmarket","Queens",2018,"Skillman Ave bet 42nd & 43rd Sts",40.746999,-73.921724
"1095","HEALTH for Youths Farm Stand ","Staten Island",2018,"Clyde Pl. bet. Prospect & Harvard Aves.",40.6399,-74.090293
"1096","St. George Greenmarket","Staten Island",2018,"Hyatt St & St Marks Pl",40.641586,-74.0779
"1097","Staten Island Mall Greenmarket","Staten Island",2018,"Marsh Ave & Ring Rd",40.583804,-74.161245
"1098","170 Farm Stand","Bronx",2019,"E 170th St & Townsend Ave",40.839882,-73.916783
"1099","Bissel Gardens Farmers Market","Bronx",2019,"Baychester Ave & E 241st St ",40.90152,-73.846937
"1100","Bronx Borough Hall Greenmarket","Bronx",2019,"Grand Concourse bet E 161st & 162nd Sts",40.826835,-73.922621
"1101","BronxWorks Farm Stand","Bronx",2019,"1130 Grand Concourse",40.832331,-73.91959
"1102","Bronx Family Center Go!Healthy Farm Stand","Bronx",2019,"1515 Southern Blvd",40.833734,-73.889934
"1103","CS211 Go!Healthy Farm Stand","Bronx",2019,"1919 Prospect Ave",40.843546,-73.889755
"1104","Fordham Plaza Greenmarket ","Bronx",2019,"Park Ave bet E 189th St & E Fordham Rd",40.86153,-73.891063
"1105","Van Cortlandt Park Alliance Amalgamated Housing Youth Farmstand","Bronx",2019,"Orloff Ave & Gale Pl ",40.884532,-73.892172
"1106","Harvest Home Co-op City Farm Stand","Bronx",2019,"Asch Loop & Aldrich St",40.870249,-73.830963
"1107","Harvest Home Hunts Point Farm Stand","Bronx",2019,"E 163rd St & Hunts Point Ave",40.820986,-73.891613
"1108","Harvest Home Jacobi Hospital Farmers' Market","Bronx",2019,"1400 Pelham Pkwy S, at Eastchester Rd",40.857427,-73.847079
"1109","Harvest Home Mt. Eden Farmers' Market","Bronx",2019,"Mt Eden & Morris Aves",40.842924,-73.909558
"1110","Harvest Home North Central Bronx Farmers' Market","Bronx",2019,"Mosholu Pkwy & Jerome Ave",40.879749,-73.884661
"1111","Harvest Home St. Mary's Park Farm Stand","Bronx",2019,"E 149th St & Eagle Ave",40.813884,-73.911812
"1112","Kingsbridge-Riverdale Farmers' Market ","Bronx",2019,"260 W 231st St",40.880038,-73.907005
"1113","La Familia Verde Farmers' Market","Bronx",2019,"E Tremont Ave bet LaFontaine & Arthur Aves",40.846487,-73.894337
"1114","Learn It, Grow It, Eat It Youthmarket","Bronx",2019,"E 169th St & Boston Rd, at McKinley Square",40.831117,-73.90071
"1115","Lincoln Hospital Greenmarket","Bronx",2019,"E 149th St bet Park & Morris Aves",40.818013,-73.925185
"1116","Mott Haven Farmers Market","Bronx",2019,"545 E 142nd St",40.809973,-73.916434
"1117","Morning Glory Market at the New York Botanical Gardens","Bronx",2019,"2900 Southern Blvd.",40.865684,-73.883312
"1118","New Roots Community Farmers Market","Bronx",2019,"670 Grand Concourse (153rd & Grand Concourse)",40.821403,-73.925528
"1119","Norwood Youthmarket","Bronx",2019,"E Gun Hill Rd & Dekalb Ave",40.88222,-73.880458
"1120","Parkchester Greenmarket","Bronx",2019,"Westchester Ave & White Plains Rd",40.833992,-73.862148
"1121","Poe Park Greenmarket","Bronx",2019,"E 192 St & Grand Concourse",40.864216,-73.895795
"1122","Riverdale Y Sunday Farmers Market","Bronx",2019,"Independence Ave bet W 236th & 237th Sts, at MS/HS 141",40.8871,-73.913306
"1123","South Bronx Farmers Market","Bronx",2019,"E 138th St bet Willis & Alexander Aves",40.809107,-73.922887
"1124","St. Barnabas Hospital Farm Stand","Bronx",2019,"4422 3rd Ave",40.853237,-73.891742
"1125","4th Ave Sunset Park Greenmarket","Brooklyn",2019,"4th Ave bet 59th & 60th Sts ",40.641435,-74.017815
"1126","6th Ave Sunset Park Greenmarket","Brooklyn",2019,"44th St & 6th Ave",40.647132,-74.004623
"1127","Bartel-Pritchard Square Greenmarket","Brooklyn",2019,"Prospect Park W & 15th St",40.661154,-73.980172
"1128","Bay Ridge Greenmarket","Brooklyn",2019,"95th St & 3rd Ave",40.617278,-74.033588
"1129","Bensonhurst Greenmarket","Brooklyn",2019,"81st St & 18th Ave",40.609951,-73.999456
"1130","Borough Park Greenmarket","Brooklyn",2019,"14th Ave bet 49th & 50th Sts",40.633696,-73.989916
"1131","Broadway Junction Youthmarket","Brooklyn",2019,"Fulton St and Van Sinderen Ave",40.682391,-73.876616
"1132","Brooklyn Borough Hall Greenmarket","Brooklyn",2019,"Court & Montague Sts",40.693722,-73.990455
"1133","Brownsville Health Action Center","Brooklyn",2019,"259 Bristol Street",40.6647,-73.911101
"1134","Brownsville/ENY - Health & Hospitals East New York","Brooklyn",2019,"2094 Pitkin Ave",40.6647,-73.911101
"1135","Brownsville Pitkin Youthmarket","Brooklyn",2019,"Pitkin Ave & Thomas Boyland St",40.669264,-73.913554
"1136","Carroll Gardens Greenmarket","Brooklyn",2019,"Carroll St bet Smith & Court Sts",40.68106,-73.996528
"1137","Cortelyou Greenmarket","Brooklyn",2019,"Cortelyou & Rugby Rds",40.640825,-73.965301
"1138","Cypress Hills Youthmarket","Brooklyn",2019,"Fulton & Richmond Sts",40.682391,-73.876616
"1139","East New York Farm Stand","Brooklyn",2019,"New Lots Ave bet Alabama & Georgia Aves",40.660828,-73.895395
"1140","East New York Farmers' Market ","Brooklyn",2019,"Schenck Ave bet New Lots & Livonia Aves",40.665296,-73.886557
"1141","Edible Schoolyard NYC's Farm Stand at PS 216","Brooklyn",2019,"E 1st St & Avenue X",40.590649,-73.969298
"1142","Flatbush Junction Youthmarket","Brooklyn",2019,"Nostrand & Flatbush Aves",40.632886,-73.947698
"1143","Fort Greene Park Greenmarket","Brooklyn",2019,"Washington Park bet Dekalb Ave & Willoughby St",40.691707,-73.973539
"1144","Fresh Vibes Mobile Market","Brooklyn",2019,"2010 Fulton Street",40.678635,-73.917536
"1145","Graham Avenue Farmers' Market","Brooklyn",2019,"Cook St & Graham Ave",40.702345,-73.942381
"1146","Grand Army Plaza Greenmarket","Brooklyn",2019,"Flatbush Ave. & Prospect Park W., at Prospect Park’s NW Entrance",40.663812,-73.962866
"1147","Harvest Home Brower Park Farm Stand","Brooklyn",2019,"Brooklyn Ave & Prospect Pl",40.674007,-73.944544
"1148","Harvest Home Clinton Hill Farm Stand","Brooklyn",2019,"Lafayette & Waverly Aves.",40.688088,-73.966819
"1149","Harvest Home Coney Island Hospital Farmers' Market","Brooklyn",2019,"Ocean Pkwy bet Avenue Z & Shore Pkwy",40.58667,-73.96615
"1150","Harvest Home Kings County Hospital Farmers' Market","Brooklyn",2019,"Clarkson Ave bet E 37th & 38th Sts",40.655828,-73.943355
"1151","Hattie Carthan After Church Farmers' Market","Brooklyn",2019,"49 Van Buren St",40.690036,-73.943557
"1152","Hattie Carthan Community Farmers' Market","Brooklyn",2019,"Marcy Ave & Clifton Pl",40.689511,-73.948039
"1153","High School for Public Service Youth Farm Farmers' Market","Brooklyn",2019,"600 Kingston Ave ",40.658893,-73.942458
"1154","Isabahlia Farm Stand","Brooklyn",2019,"514 Rockaway Ave",40.667554,-73.910207
"1155","Isabahlia Farm Stand Winter Market ","Brooklyn",2019,"93 New Lots Ave., inside greenhouse",40.657984,-73.901764
"1156","Isabahlia Farmers' Market","Brooklyn",2019,"410 Livonia Ave ",40.663532,-73.902236
"1157","Kensington Youthmarket","Brooklyn",2019,"McDonald Ave & Albemarle Rd",40.64511,-73.979882
"1158","Marcus Garvey Apartments Farm Stand","Brooklyn",2019,"300 Chester St",40.664477,-73.910384
"1159","McCarren Park Greenmarket","Brooklyn",2019,"Union Ave bet Driggs and N 12th Sts",40.719219,-73.952479
"1160","McGolrick Park's Down to Earth Farmers' Market","Brooklyn",2019,"Russell St & Nassau Ave., center of park",40.725617,-73.944497
"1161","Park Slope's Down to Earth Farmers' Market","Brooklyn",2019,"4th St & 5th Ave",40.672194,-73.983785
"1162","Project EATS Rockaway Farmstand","Brooklyn",2019,"666 Rockaway Ave",40.663526,-73.909163
"1163","RB Bushwick Farmers' Market at Maria Hernandez Park ","Brooklyn",2019,"Knickerbocker Ave & Starr St",40.702811,-73.92539
"1164","RB Rheingold Archway Farmers' Market","Brooklyn",2019,"553 Bushwick Ave",40.699408,-73.935672
"1165","RB Pop Up Farm Stand ","Brooklyn",2019,"215 Cooper St",40.689879,-73.905298
"1166","Red Hook Farm Stand","Brooklyn",2019,"560 Columbia St",40.672524,-74.00871
"1167","Red Hook Farm Stand II","Brooklyn",2019,"West 9th St & Hamilton Avenue",40.676024,-74.002318
"1168","Saratoga Farm Stand","Brooklyn",2019,"2046-2050 Fulton St",40.678543,-73.915816
"1169","South Williamsburg Greenmarket","Brooklyn",2019,"Taylor St & Lee Ave",40.706998,-73.961364
"1170","Urban Oasis Farmers' Market","Brooklyn",2019,"681 Clarkson Ave.",40.656255,-73.936608
"1171","Woodhull Hospital Youthmarket","Brooklyn",2019,"Broadway & Flushing Ave",40.700726,-73.941932
"1172","Wyckoff House Museum Farm Stand","Brooklyn",2019,"5816 Clarendon Rd",40.64497,-73.920914
"1173","175th Street Greenmarket","Manhattan",2019,"W 175th St bet Wadsworth Ave & Broadway",40.845948,-73.937811
"1174","57th Street Greenmarket","Manhattan",2019,"W 57th St & 10th Ave",40.769117,-73.988559
"1175","79th Street Greenmarket","Manhattan",2019,"Columbus Ave bet W 78th & 81st Sts",40.781274,-73.975995
"1176","82nd Street Greenmarket","Manhattan",2019,"E 82nd St bet 1st & York Aves ",40.774292,-73.951262
"1177","92nd Street Greenmarket","Manhattan",2019,"E 92nd St & 1st Ave",40.780691,-73.946592
"1178","97th Street Greenmarket","Manhattan",2019,"W 97th St bet Columbus & Amsterdam Aves",40.793558,-73.967016
"1179","Abingdon Square Greenmarket","Manhattan",2019,"Hudson St & W 12th St",40.737553,-74.005687
"1180","Bowling Green Greenmarket","Manhattan",2019,"Broadway & Battery Pl",40.704549,-74.01429
"1181","Chelsea's Down to Earth Farmers' Market","Manhattan",2019,"W 23rd St bet 8th & 9th Aves",40.745293,-73.998488
"1182","City Hall Greenmarket","Manhattan",2019,"Broadway & Chambers St",40.714165,-74.006309
"1183","Columbia University Greenmarket","Manhattan",2019,"Broadway & W 114th St",40.806707,-73.964849
"1184","Dag Hammarskjold Plaza Greenmarket","Manhattan",2019,"E 47th St & 2nd Ave",40.752999,-73.969887
"1185","Milbank Center Go!Healthy Farm Stand","Manhattan",2019,"18-32 W 118th St",40.802317,-73.946351
"1186","Essex Crossing Farm Stand","Manhattan",2019,"115 Essex St",40.719322,-73.987817
"1187","Fulton Stall Market ","Manhattan",2019,"Pier 17 Square ",40.705799,-74.002572
"1188","Fort Washington Greenmarket","Manhattan",2019,"W 168th St & Ft Washington Ave",40.842154,-73.942278
"1189","Gouverneur Health Youthmarket","Manhattan",2019,"Madison St bet Clinton & Jefferson Sts",40.712905,-73.986928
"1190","Grass Roots Farmers' Market","Manhattan",2019,"W 145th St bet Edgecombe & Bradhurst Aves, at Jackie Robinson Park",40.823647,-73.943844
"1191","Greenmarket at Oculus Plaza","Manhattan",2019,"Church & Fulton Sts., on Oculus Plaza",40.711535,-74.010464
"1192","Hamilton Heights Green Youthmarket","Manhattan",2019,"Amsterdam bet W 143rd & 144th Sts., at Johnny Hartman Plaza",40.82394,-73.948552
"1193","Harvest Home 125th Street Market","Manhattan",2019,"W 125th St & Adam Clayton Powell Jr Blvd",40.808973,-73.948325
"1194","Harvest Home East Harlem Farmers' Market","Manhattan",2019,"104th St & 3rd Ave",40.790253,-73.945635
"1195","Harvest Home Harlem Hospital Farmers' Market","Manhattan",2019,"Lenox Ave bet 135th & 137th Sts",40.814358,-73.940659
"1196","Harvest Home Lenox Ave Farm Stand","Manhattan",2019,"Lenox Ave bet W 117th & 118th Sts",40.802699,-73.949186
"1197","Harvest Home Metropolitan Farmers' Market","Manhattan",2019,"E 99th St & 3rd Ave",40.78712,-73.947923
"1198","Hudson Yards Down to Earth Farmers' Market","Manhattan",2019,"W 34th St & Hudson Blvd East ",40.755158,-74.000502
"1199","Inwood Park Greenmarket","Manhattan",2019,"Isham St bet Seaman Ave & Cooper St",40.869001,-73.920896
"1200","Kips Bay Greenmarket ","Manhattan",2019,"2nd Ave bet 27th & 28th Sts",40.740395,-73.979077
"1201","Lower East Side Youthmarket","Manhattan",2019,"Grand Ave bet Pitt & Willet Sts ",40.714932,-73.983338
"1202","Morningside Park's Down to Earth Farmers' Market","Manhattan",2019,"W 110th St & Manhattan Ave",40.801155,-73.959647
"1203","Mount Sinai Hospital Greenmarket","Manhattan",2019,"E 99th St bet Madison & Park Aves",40.789169,-73.952743
"1204","Project Harmony People's Market","Manhattan",2019,"219 W. 122nd St., at Joseph Daniel Wilson Memorial Garden",40.807407,-73.950588
"1205","PS 11 Farm Market","Manhattan",2019,"W 21st St bet 8th & 9th Aves",40.744006,-73.999415
"1206","PS 57 Youthmarket","Manhattan",2019,"E 115th St & 3rd Ave ",40.797261,-73.940519
"1207","Rockefeller Center Greenmarket","Manhattan",2019,"Rockefeller Plaza bet W 49th & 50th Sts (Jul-Aug only)",40.759065,-73.97845
"1208","Staten Island Ferry Whitehall Terminal Greenmarket","Manhattan",2019,"4 South St, inside terminal",40.7016879,-74.01163113
"1209","Stuyvesant Town Greenmarket","Manhattan",2019,"E. 14th. St. Loop & Avenue A, in the Oval",40.730443,-73.980339
"1210","Tompkins Square Greenmarket","Manhattan",2019,"E. 7th St. & Avenue A",40.726054,-73.983534
"1211","Tribeca Greenmarket","Manhattan",2019,"Greenwich & Chambers Sts",40.716303,-74.010966
"1212","Tucker Square Greenmarket","Manhattan",2019,"W 66th St & Broadway",40.773876,-73.982226
"1213","Union Square Greenmarket","Manhattan",2019,"E 17th St & Union Square W",40.737133,-73.990329
"1214","Corona Greenmarket","Queens",2019,"Roosevelt Ave & 104th St",40.749811,-73.861668
"1215","Brooklyn Grange Farm Stand at Long Island City","Queens",2019,"37-18 Northern Blvd (Roof)",40.752096,-73.925887
"1216","Cunningham Park's Down to Earth Farmers' Market","Queens",2019,"Union Tpk & 196 Pl",40.731082,-73.773997
"1217","Ditmars Park Youthmarket","Queens",2019,"Steinway St bet Ditmars Blvd & 23rd Ave., at Ditmars Park",40.772854,-73.906061
"1218","Downtown Far Rockaway Youthmarket","Queens",2019,"Beach 20th and Cornaga Ave",40.602273,-73.753355
"1219","Elmhurst Hospital Greenmarket","Queens",2019,"41st Ave bet 80th & 81st Sts",40.745794,-73.885489
"1220","Far Rockaway Farmstand ","Queens",2019,"385 Beach 45th St",40.595612,-73.776551
"1221","Flushing Greenmarket","Queens",2019,"Kissena Blvd. & Maple Ave., at Maple Playground",40.756357,-73.825773
"1222","Forest Hills Greenmarket","Queens",2019,"70th Ave & Queens Blvd",40.72188,-73.846383
"1223","Forest Park Youthmarket","Queens",2019,"Myrtle Ave & Park Lane South",40.700955,-73.841426
"1224","Jackson Heights Greenmarket","Queens",2019,"34th Ave bet 79th & 80th Sts",40.753435,-73.887822
"1225","Jamaica's Down to Earth Farmers' Market - Friday market","Queens",2019,"Parsons Blvd bet Jamaica & Archer Aves",40.703342,-73.799921
"1226","Jamaica's Down to Earth Farmers' Market- Saturday market","Queens",2019,"160th St & Jamaica Ave",40.703752,-73.799149
"1227","Joseph Addabbo FHC Farm Stand","Queens",2019,"6200 Beach Channel Dr",40.593313,-73.79166
"1228","Long Island City Youthmarket","Queens",2019,"Center Blvd & 46th Rd",40.746916,-73.956367
"1229","Pomonok Community-Run Farmers' Market","Queens",2019,"67-09 Kissena Blvd",40.73502504,-73.81472491
"1230","Queens Botanical Garden's Down to Earth Farmers' Market","Queens",2019,"82 Dahlia Ave",40.75186,-73.826362
"1231","Queens County Farm Museum Farm Stand","Queens",2019,"73-50 Little Neck Pkwy",40.748163,-73.719431
"1232","Queens County Farm Museum Farm Stand at Jamaica Hospital ","Queens",2019,"Jamaica Ave & Van Wyck Expwy, South Service Rd",40.702445,-73.816861
"1233","Ridgewood Youthmarket","Queens",2019,"Cypress Ave bet Myrtle & Putnam Aves",40.700123,-73.90621
"1234","Rockaway Youth Task Force Youth Market","Queens",2019,"310 Beach 58th St",40.594492,-73.788077
"1235","Socrates Sculpture Garden ","Queens",2019,"31-30 Vernon Boulevard ",40.768504,-73.935847
"1236","Sunnyside Greenmarket","Queens",2019,"Skillman Ave bet 42nd & 43rd Sts",40.746999,-73.921724
"1237","Goodhue Center Go!Healthy Food Stand","Staten Island",2019,"301 Prospect Ave",40.638983,-74.097422
"1238","HEALTH for Youths Farm Stand ","Staten Island",2019,"Clyde Pl. bet. Prospect & Harvard Aves.",40.6399,-74.090293
"1239","St. George Greenmarket","Staten Island",2019,"Hyatt St & St Marks Pl",40.641586,-74.0779
"1240","Staten Island Mall Greenmarket","Staten Island",2019,"Marsh Ave & Ring Rd",40.583804,-74.161245
"1241","170 Farm Stand","Bronx",2020,"E 170th St & Townsend Ave",40.839882,-73.916783
"1242","Bissel Gardens Farmers Market","Bronx",2020,"Baychester Ave & E 241st St ",40.90152,-73.846937
"1243","Bronx Borough Hall Greenmarket","Bronx",2020,"Grand Concourse bet E 161st & 162nd Sts",40.826835,-73.922621
"1244","Bronx Family Center Go!Healthy Farm Stand","Bronx",2020,"1515 Southern Blvd",40.833734,-73.889934
"1245","BronxWorks Farm Stand","Bronx",2020,"1130 Grand Concourse",40.832331,-73.91959
"1246","Eastchester Farmstand","Bronx",2020,"E 229th Street and Schieffelin Avenue",40.88503,-73.843146
"1247","Fordham Plaza Greenmarket ","Bronx",2020,"Park Ave bet E 189th St & E Fordham Rd",40.86153,-73.891063
"1248","Harvest Home Co-op City Farm Stand","Bronx",2020,"Asch Loop & Aldrich St",40.870249,-73.830963
"1249","Harvest Home Hunts Point Farm Stand","Bronx",2020,"E 163rd St & Hunts Point Ave",40.820986,-73.891613
"1250","Harvest Home Jacobi Hospital Farmers' Market","Bronx",2020,"1400 Pelham Pkwy S, at Eastchester Rd",40.857427,-73.847079
"1251","Harvest Home Mt. Eden Farmers' Market","Bronx",2020,"Mt Eden & Morris Aves",40.842924,-73.909558
"1252","Harvest Home North Central Bronx Farmers' Market","Bronx",2020,"Mosholu Pkwy & Jerome Ave",40.879749,-73.884661
"1253","Harvest Home St. Mary's Park Farm Stand","Bronx",2020,"E 149th St & Eagle Ave",40.813884,-73.911812
"1254","Kingsbridge-Riverdale Farmers' Market ","Bronx",2020,"260 W 231st St",40.880038,-73.907005
"1255","La Familia Verde Farmers' Market","Bronx",2020,"E Tremont Ave bet LaFontaine & Arthur Aves",40.846487,-73.894337
"1256","Morrisania Farmstand","Bronx",2020,"E 169th St & Boston Rd, at McKinley Square",40.831117,-73.90071
"1257","Lincoln Hospital Greenmarket","Bronx",2020,"E 149th St bet Park & Morris Aves",40.818013,-73.925185
"1258","Morning Glory Market at the New York Botanical Gardens","Bronx",2020,"2900 Southern Blvd.",40.865684,-73.883312
"1259","Mott Haven Farmers Market","Bronx",2020,"545 E 142nd St",40.809973,-73.916434
"1260","New Roots Community Farm Stand","Bronx",2020,"670 Grand Concourse (153rd & Grand Concourse)",40.821403,-73.925528
"1261","Norwood Farmstand","Bronx",2020,"E Gun Hill Rd & Dekalb Ave",40.88222,-73.880458
"1262","Parkchester Greenmarket","Bronx",2020,"Westchester Ave & White Plains Rd",40.833992,-73.862148
"1263","Poe Park Greenmarket","Bronx",2020,"E 192 St & Grand Concourse",40.864216,-73.895795
"1264","Riverdale Y Sunday Farmers Market","Bronx",2020,"4545 Independence Ave. (Riverdale Temple Parking Lot) ",40.891762,-73.912208
"1265","St. Barnabas Hospital Farm Stand & C.S.A.","Bronx",2020,"4422 3rd Ave.",40.853237,-73.891742
"1266","Teens for Food Justice Fresh Food Box & Farmstand at Dewitt Clinton Educational Campus","Bronx",2020,"100 West Mosholu Parkway South",40.882178,-73.88691
"1267","Van Cortlandt Park Alliance Amalgamated Housing Youth Farmstand","Bronx",2020,"Orloff Ave & Gale Pl ",40.884532,-73.892172
"1268","Whitney Young, Jr. Campus Go!Healthy Food Box","Bronx",2020,"1919 Prospect Ave. ",40.843546,-73.889755
"1269","4th Ave Sunset Park Greenmarket ","Brooklyn",2020,"4th Ave bet 59th & 60th Sts ",40.641435,-74.017815
"1270","6th Ave Sunset Park Greenmarket","Brooklyn",2020,"44th St & 6th Ave",40.647132,-74.004623
"1271","Bartel-Pritchard Square Greenmarket","Brooklyn",2020,"Prospect Park W & 15th St",40.661154,-73.980172
"1272","Bay Ridge Greenmarket","Brooklyn",2020,"95th St & 3rd Ave",40.617278,-74.033588
"1273","Bensonhurst Greenmarket","Brooklyn",2020,"81st St & 18th Ave",40.609951,-73.999456
"1274","Borough Park Greenmarket","Brooklyn",2020,"14th Ave bet 49th & 50th Sts",40.633696,-73.989916
"1275","Brooklyn Borough Hall Greenmarket","Brooklyn",2020,"Court & Montague Sts",40.693722,-73.990455
"1276","Brownsville/ENY - Health & Hospitals East New York","Brooklyn",2020,"2094 Pitkin Ave.",40.671977,-73.895248
"1277","Brownsville Pitkin Farmstand","Brooklyn",2020,"Pitkin Ave & Thomas Boyland St",40.669264,-73.913554
"1278","Carroll Gardens Greenmarket","Brooklyn",2020,"Carroll St bet Smith & Court Sts",40.68106,-73.996528
"1279","Cortelyou Greenmarket","Brooklyn",2020,"Cortelyou & Rugby Rds",40.640825,-73.965301
"1280","Cypress Hills Farmstand","Brooklyn",2020,"Fulton & Richmond Sts",40.682391,-73.876616
"1281","Domino Park Greenmarket","Brooklyn",2020,"15 River St",40.715385,-73.967441
"1282","East New York Farmers' Market ","Brooklyn",2020,"Schenck Ave bet New Lots & Livonia Aves",40.665296,-73.886557
"1283","Edible Schoolyard NYC's Farm Stand at PS 216","Brooklyn",2020,"E 1st St & Avenue X",40.590649,-73.969298
"1284","Flatbush Junction Farmstand","Brooklyn",2020,"Nostrand & Flatbush Aves",40.632886,-73.947698
"1285","Fort Greene Park Greenmarket","Brooklyn",2020,"Washington Park bet Dekalb Ave & Willoughby St",40.691707,-73.973539
"1286","Graham Avenue Farmers' Market","Brooklyn",2020,"Cook St & Graham Ave",40.702345,-73.942381
"1287","Grand Army Plaza Greenmarket","Brooklyn",2020,"Flatbush Ave. & Prospect Park W., at Prospect Park’s NW Entrance",40.663812,-73.962866
"1288","Harvest Home Brower Park Farm Stand","Brooklyn",2020,"Brooklyn Ave & Prospect Pl",40.674007,-73.944544
"1289","Harvest Home Coney Island Hospital Farmers' Market","Brooklyn",2020,"Ocean Pkwy bet Avenue Z & Shore Pkwy",40.58667,-73.96615
"1290","Harvest Home Kings County Hospital Farmers' Market","Brooklyn",2020,"Clarkson Ave bet E 37th & 38th Sts",40.655828,-73.943355
"1291","Hattie Carthan After Church Farmers' Market","Brooklyn",2020,"49 Van Buren St",40.690036,-73.943557
"1292","Hattie Carthan Community Farmers' Market","Brooklyn",2020,"Marcy Ave & Clifton Pl",40.689511,-73.948039
"1293","Isabahlia Farm Stand","Brooklyn",2020,"514 Rockaway Ave",40.667554,-73.910207
"1294","Isabahlia Farm Stand Winter Market ","Brooklyn",2020,"93 New Lots Ave., inside greenhouse",40.657984,-73.901764
"1295","Isabahlia Farmers' Market","Brooklyn",2020,"410 Livonia Ave ",40.663532,-73.902236
"1296","Kensington Farmstand","Brooklyn",2020,"McDonald Ave & Albemarle Rd",40.64511,-73.979882
"1297","McCarren Park Greenmarket","Brooklyn",2020,"Union Ave bet Driggs and N 12th Sts",40.719219,-73.952479
"1298","McGolrick Park's Down to Earth Farmers's Market","Brooklyn",2020,"Russell St. & Nassau Ave. (center of park)",40.725617,-73.944497
"1299","Park Slope's Down to Earth Farmers' Market","Brooklyn",2020,"4th St & 5th Ave",40.672194,-73.983785
"1300","Project EATS Rockaway Farm Stand & CSA pickup","Brooklyn",2020,"Rockaway Ave. & Livonia Ave. ",40.662555,-73.90892
"1301","Red Hook Farm Stand","Brooklyn",2020,"560 Columbia St",40.672524,-74.00871
"1302","RB Bushwick Farmers' Market at Maria Hernandez Park ","Brooklyn",2020,"Knickerbocker Ave & Starr St",40.702811,-73.92539
"1303","RB HopeBall Field Farmers Market","Brooklyn",2020,"249 Grove St",40.697175,-73.916878
"1304","RB Pop Up Farm Stand ","Brooklyn",2020,"215 Cooper St",40.689879,-73.905298
"1305","Saratoga Farm Stand","Brooklyn",2020,"1965-1971 Fulton St",40.678562,-73.915816
"1306","Seeds in the Middle Fresh Food Box / Farmstand - Brownsville","Brooklyn",2020,"213 Osborn Street",40.667377,-73.908214
"1307","Seeds in the Middle Fresh Food Box / Farmstand - Flatbush","Brooklyn",2020,"240 Nostrand Avenue",40.691804,-73.951863
"1308","Seeds in the Middle Fresh Food Box / Farmstand - Ocean Hill- Brownsville Farmstand ","Brooklyn",2020,"2163 Dean Street",40.675024,-73.915778
"1309","South Williamsburg Greenmarket","Brooklyn",2020,"Taylor St & Lee Ave",40.706998,-73.961364
"1310","Teens for Food Justice Fresh Food Box & Farmstand at Brownsville Collaborative Middle School ","Brooklyn",2020,"85 Watkins Street",40.670986,-73.908194
"1311","Urban Oasis Farmers' Market","Brooklyn",2020,"681 Clarkson Ave.",40.656255,-73.936608
"1312","Woodhull Hospital Farmstand","Brooklyn",2020,"Broadway & Flushing Ave",40.700726,-73.941932
"1313","Wyckoff House Museum Farm Stand","Brooklyn",2020,"5816 Clarendon Rd",40.64497,-73.920914
"1314","57th Street Greenmarket","Manhattan",2020,"W 57th St & 10th Ave",40.769117,-73.988559
"1315","79th Street Greenmarket","Manhattan",2020,"Columbus Ave bet W 78th & 81st Sts",40.781274,-73.975995
